"word","already_lexically_mapped","confidence","library","target","score","overlap_terms","wordnet_synonym_tokens","wordnet_gloss_sample","source_file"
"area","no","wordnet-gloss-synonym-candidate","setup-classifier","Mental Health Practice","5.0","social life","area expanse surface region country sphere domain orbit field arena","a part of a structure having some specific characteristic or function; ""the spacious cooking area provided plenty of room for servants""   / the extent of a 2-dimensional surface enclosed within a boundary; ""the area of a rectangle""; ""it was about 500 square feet in area""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"area","no","wordnet-gloss-synonym-candidate","setup-classifier","Consulting / Professional Services","5.0","people life","area expanse surface region country sphere domain orbit field arena","a part of a structure having some specific characteristic or function; ""the spacious cooking area provided plenty of room for servants""   / the extent of a 2-dimensional surface enclosed within a boundary; ""the area of a rectangle""; ""it was about 500 square feet in area""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"arena","no","wordnet-gloss-synonym-candidate","setup-classifier","Mental Health Practice","5.0","social life","arena scene action stadium bowl sports sphere domain area orbit field","a playing field where sports events take place   / a large structure for open-air sports or entertainments  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"argent","no","wordnet-gloss-synonym-candidate","setup-classifier","Spa / Salon","5.0","hair color","argent silver silvery silverish","a metal tincture used in heraldry to give a silvery appearance   / of lustrous grey; covered with or tinged with the color of silver; ""silvery hair""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"argument","no","wordnet-gloss-synonym-candidate","setup-classifier","Consulting / Professional Services","7.5","process course program","argumentation logical argument line reasoning parameter literary statement debate controversy contention contestation disputation disceptation tilt arguing","a course of reasoning aimed at demonstrating a truth or falsehood; the methodical process of logical reasoning; ""I can't follow your line of reasoning""   / a variable in a logical or mathematical expression whose value determines the dependent variable; if f(x)=y, x is the independent variable  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"argument","no","wordnet-gloss-synonym-candidate","setup-classifier","Tutoring Center","5.0","act program","argumentation logical argument line reasoning parameter literary statement debate controversy contention contestation disputation disceptation tilt arguing","a course of reasoning aimed at demonstrating a truth or falsehood; the methodical process of logical reasoning; ""I can't follow your line of reasoning""   / a variable in a logical or mathematical expression whose value determines the dependent variable; if f(x)=y, x is the independent variable  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"argumentation","no","wordnet-gloss-synonym-candidate","setup-classifier","Consulting / Professional Services","5.0","process course","argumentation logical argument line reasoning debate","a course of reasoning aimed at demonstrating a truth or falsehood; the methodical process of logical reasoning; ""I can't follow your line of reasoning""   / a discussion in which reasons are advanced for and against some proposition or proposal; ""the argument over foreign aid goes on and on""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"arm","no","wordnet-gloss-synonym-candidate","setup-classifier","General Contractor","5.0","licensed build","arm branch limb sleeve weapon system subdivision build fortify gird","the part of an armchair or sofa that supports the elbow and forearm of a seated person   / any projection that is thought to resemble a human arm; ""the arm of the record player""; ""an arm of the sea""; ""a branch of the sewer""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"armamentarium","no","wordnet-gloss-synonym-candidate","setup-classifier","Medical Practice","3.5","practice medicine","armamentarium","the collection of equipment and methods used in the practice of medicine  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"armor","no","wordnet-gloss-synonym-candidate","setup-classifier","Heavy Manufacturing","5.0","metal plant","armor armour","tough more-or-less rigid protective covering of an animal or plant   / protective covering made of metal and used in combat  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"armorer","no","wordnet-gloss-synonym-candidate","market-regex-special_federal_license_pattern","SPECIAL_FEDERAL_LICENSE_PATTERN","5.0","firearms guns","armorer armourer artificer","a manufacturer of firearms   / an enlisted man responsible for the upkeep of small arms and machine guns etc.  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"armorer","no","wordnet-gloss-synonym-candidate","setup-classifier","Light Manufacturing","5.0","small manufacturer","armorer armourer artificer","a manufacturer of firearms   / an enlisted man responsible for the upkeep of small arms and machine guns etc.  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"armour","no","wordnet-gloss-synonym-candidate","setup-classifier","Heavy Manufacturing","5.0","metal plant","armor armour","tough more-or-less rigid protective covering of an animal or plant   / protective covering made of metal and used in combat  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"armourer","no","wordnet-gloss-synonym-candidate","market-regex-special_federal_license_pattern","SPECIAL_FEDERAL_LICENSE_PATTERN","5.0","firearms guns","armorer armourer artificer","a manufacturer of firearms   / an enlisted man responsible for the upkeep of small arms and machine guns etc.  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"armourer","no","wordnet-gloss-synonym-candidate","setup-classifier","Light Manufacturing","5.0","small manufacturer","armorer armourer artificer","a manufacturer of firearms   / an enlisted man responsible for the upkeep of small arms and machine guns etc.  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"army","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","army regular ground forces united states usa","a large number of people united for some specific purpose   / a permanent organization of the military land forces of a nation or state  ","registry-api/src/reservedWords.ts"
"aroid","no","wordnet-gloss-synonym-candidate","setup-classifier","Light Manufacturing","5.0","small plant","arum aroid araceous","any plant of the family Araceae; have small flowers massed on a spadix surrounded by a large spathe   / relating to a plant of the family Araceae  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"arouse","no","wordnet-gloss-synonym-candidate","setup-classifier","Coffee Shop / Cafe","5.0","coffee tea","wake awake arouse awaken come alive waken rouse stimulate brace energize energise perk raise conjure invoke","stop sleeping; ""She woke up to the sound of the alarm clock""   / cause to become awake or conscious; ""He was roused by the drunken men in the street""; ""Please wake me at 6 AM.""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"arrange","no","wordnet-gloss-synonym-candidate","setup-classifier","Event Planning","7.5","event events meeting","dress arrange set coif coiffe coiffure put order fix stage format","arrange attractively; ""dress my hair for the wedding""   / arrange thoughts, ideas, temporal events; ""arrange my schedule""; ""set up one's life""; ""I put these memories with those of bygone times""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"arrangement","no","wordnet-gloss-synonym-candidate","market-regex-housing_construction_relevant_pattern","HOUSING_CONSTRUCTION_RELEVANT_PATTERN","5.0","property furniture","arrangement arranging transcription placement organization organisation system agreement musical","the act of arranging and adapting a piece of music   / the spatial property of the way in which something is placed; ""the arrangement of the furniture""; ""the placement of the chairs""  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
