added_to_code,phrase,decision,library,target,source,reason
no,driving school,skip,setup-classifier,Driving School,existing classifier phrase,Already present in the runtime keyword library.
no,driver s ed,skip,setup-classifier,Driving School,existing classifier phrase,Already present in the runtime keyword library.
no,driving lessons,skip,setup-classifier,Driving School,existing classifier phrase,Already present in the runtime keyword library.
no,driving instructor,skip,setup-classifier,Driving School,existing classifier phrase,Already present in the runtime keyword library.
no,defensive driving,skip,setup-classifier,Driving School,existing classifier phrase,Already present in the runtime keyword library.
no,dmv prep,skip,setup-classifier,Driving School,existing classifier phrase,Already present in the runtime keyword library.
no,teen driving,skip,setup-classifier,Driving School,existing classifier phrase,Already present in the runtime keyword library.
no,cbd shop,skip,setup-classifier,Cannabis Dispensary,existing classifier phrase,Already present in the runtime keyword library.
no,hemp store,skip,setup-classifier,Cannabis Dispensary,existing classifier phrase,Already present in the runtime keyword library.
no,medical marijuana,skip,setup-classifier,Cannabis Dispensary,existing classifier phrase,Already present in the runtime keyword library.
no,recreational cannabis,skip,setup-classifier,Cannabis Dispensary,existing classifier phrase,Already present in the runtime keyword library.
no,pawn shop,skip,setup-classifier,Pawn Shop,existing classifier phrase,Already present in the runtime keyword library.
no,collateral lending,skip,setup-classifier,Pawn Shop,existing classifier phrase,Already present in the runtime keyword library.
no,buy and sell used goods,skip,setup-classifier,Pawn Shop,existing classifier phrase,Already present in the runtime keyword library.
no,cash for items,skip,setup-classifier,Pawn Shop,existing classifier phrase,Already present in the runtime keyword library.
no,gun shop,skip,setup-classifier,Firearms Dealer,existing classifier phrase,Already present in the runtime keyword library.
no,gun store,skip,setup-classifier,Firearms Dealer,existing classifier phrase,Already present in the runtime keyword library.
no,gun dealer,skip,setup-classifier,Firearms Dealer,existing classifier phrase,Already present in the runtime keyword library.
no,concealed carry,skip,setup-classifier,Firearms Dealer,existing classifier phrase,Already present in the runtime keyword library.
no,shooting range,skip,setup-classifier,Firearms Dealer,existing classifier phrase,Already present in the runtime keyword library.
no,gun range,skip,setup-classifier,Firearms Dealer,existing classifier phrase,Already present in the runtime keyword library.
no,liquor store,skip,setup-classifier,Liquor Store,existing classifier phrase,Already present in the runtime keyword library.
no,wine shop,skip,setup-classifier,Liquor Store,existing classifier phrase,Already present in the runtime keyword library.
no,beer store,skip,setup-classifier,Liquor Store,existing classifier phrase,Already present in the runtime keyword library.
no,spirits shop,skip,setup-classifier,Liquor Store,existing classifier phrase,Already present in the runtime keyword library.
no,package store,skip,setup-classifier,Liquor Store,existing classifier phrase,Already present in the runtime keyword library.
no,off premise alcohol,skip,setup-classifier,Liquor Store,existing classifier phrase,Already present in the runtime keyword library.
no,bottle shop,skip,setup-classifier,Liquor Store,existing classifier phrase,Already present in the runtime keyword library.
no,thrift store,skip,setup-classifier,Secondhand / Consignment Store,existing classifier phrase,Already present in the runtime keyword library.
no,resale store,skip,setup-classifier,Secondhand / Consignment Store,existing classifier phrase,Already present in the runtime keyword library.
no,vintage shop,skip,setup-classifier,Secondhand / Consignment Store,existing classifier phrase,Already present in the runtime keyword library.
no,antique shop,skip,setup-classifier,Secondhand / Consignment Store,existing classifier phrase,Already present in the runtime keyword library.
no,used clothing,skip,setup-classifier,Secondhand / Consignment Store,existing classifier phrase,Already present in the runtime keyword library.
no,used goods,skip,setup-classifier,Secondhand / Consignment Store,existing classifier phrase,Already present in the runtime keyword library.
no,pre owned retail,skip,setup-classifier,Secondhand / Consignment Store,existing classifier phrase,Already present in the runtime keyword library.
no,estate sale,skip,setup-classifier,Secondhand / Consignment Store,existing classifier phrase,Already present in the runtime keyword library.
no,drop ship,skip,setup-classifier,Dropshipping / Reselling,existing classifier phrase,Already present in the runtime keyword library.
no,wholesale resell,skip,setup-classifier,Dropshipping / Reselling,existing classifier phrase,Already present in the runtime keyword library.
no,product reselling,skip,setup-classifier,Dropshipping / Reselling,existing classifier phrase,Already present in the runtime keyword library.
no,wholesale buying,skip,setup-classifier,Dropshipping / Reselling,existing classifier phrase,Already present in the runtime keyword library.
no,flip products,skip,setup-classifier,Dropshipping / Reselling,existing classifier phrase,Already present in the runtime keyword library.
no,print on demand,skip,setup-classifier,Print on Demand,existing classifier phrase,Already present in the runtime keyword library.
no,custom merchandise,skip,setup-classifier,Print on Demand,existing classifier phrase,Already present in the runtime keyword library.
no,custom shirts,skip,setup-classifier,Print on Demand,existing classifier phrase,Already present in the runtime keyword library.
no,custom mugs,skip,setup-classifier,Print on Demand,existing classifier phrase,Already present in the runtime keyword library.
no,custom print,skip,setup-classifier,Print on Demand,existing classifier phrase,Already present in the runtime keyword library.
no,merch store,skip,setup-classifier,Print on Demand,existing classifier phrase,Already present in the runtime keyword library.
no,custom apparel,skip,setup-classifier,Print on Demand,existing classifier phrase,Already present in the runtime keyword library.
no,dtg printing,skip,setup-classifier,Print on Demand,existing classifier phrase,Already present in the runtime keyword library.
no,craft business,skip,setup-classifier,Handmade / Craft Business,existing classifier phrase,Already present in the runtime keyword library.
no,homemade products,skip,setup-classifier,Handmade / Craft Business,existing classifier phrase,Already present in the runtime keyword library.
no,craft shop,skip,setup-classifier,Handmade / Craft Business,existing classifier phrase,Already present in the runtime keyword library.
no,diy products,skip,setup-classifier,Handmade / Craft Business,existing classifier phrase,Already present in the runtime keyword library.
